,Title,Published_date,Views,Likes,Comments
1343,Backend Tutorial: Node.Js Introduction and Installation | Web Development Tutorials #63,2020-02-11T12:00:55Z,595649,17327,4176
1344,Php Tutorial for Beginners in Hindi with MySQL Project,2020-02-11T03:48:43Z,2389294,60244,4332
1345,JavaScript Tutorial: Working with JSON in JavaScript | Web Development Tutorials #62,2020-02-09T06:28:16Z,264068,10386,730
1346,JavaScript Tutorial: Math Object In JavaScript | Web Development Tutorials #61,2020-02-07T05:13:06Z,187117,9527,344
1347,"Classes, Public and Private access modifiers in C++ | C++ Tutorials for Beginners #21",2020-02-06T14:32:55Z,638401,18921,726
1348,JavaScript Tutorial: Arrow Functions In JavaScript | Web Development Tutorials #60,2020-02-06T05:20:22Z,208342,8943,304
1349,Object Oriented Programming in C++ | C++ Tutorials for Beginners #20,2020-02-05T17:04:22Z,942467,27235,827
1350,JavaScript Tutorial: Date & Time In JavaScript | Web Development Tutorials #59,2020-02-05T03:40:54Z,239520,12304,1009
1351,JavaScript Tutorial: setInterval & setTimeOut | Web Development Tutorials #58,2020-02-04T07:05:05Z,269678,10199,426
1352,Function Overloading with Examples in C++ | C++ Tutorials for Beginners #19,2020-02-03T15:28:48Z,425921,13240,609
1353,Recursions & Recursive Functions in C++ | C++ Tutorials for Beginners #18,2020-02-03T04:27:09Z,372358,11578,542
1354,JavaScript Tutorial: Events & Listening to Events | Web Development Tutorials #57,2020-02-02T11:30:02Z,356087,11191,326
1355,"Inline Functions, Default Arguments & Constant Arguments in C++ | C++ Tutorials for Beginners #17",2020-02-02T02:41:46Z,488302,17868,418
1356,JavaScript Tutorial: Navigating The DOM | Web Development Tutorials #56,2020-02-01T11:30:03Z,285758,11274,230
1357,Call by Value & Call by Reference in C++ | C++ Tutorials for Beginners #16,2020-02-01T05:58:47Z,564332,16117,445
1358,"JavaScript Tutorial: for, while, forEach, Do While Loops | Web Development Tutorials #55",2020-02-01T02:30:03Z,275509,10831,383
1359,Functions & Function Prototypes in C++ | C++ Tutorials for Beginners #15,2020-01-31T11:29:28Z,670223,20749,696
1360,"JavaScript Tutorial: Interaction - Alert, Prompt, Confirm | Web Development Tutorials #54",2020-01-31T02:30:02Z,279701,12174,2944
1361,Functions in JavaScript | Web Development Tutorials #53,2020-01-30T12:27:03Z,295761,11539,641
1362,"Structures, Unions & Enums in C++ | C++ Tutorials for Beginners #14",2020-01-30T06:30:45Z,623278,19190,574
1363,Arrays & Objects in JavaScript | Web Development Tutorials #52,2020-01-29T06:02:08Z,292424,11449,303
1364,"Scope, If-else Conditionals & Switch Case in JavaScript | Web Development Tutorials #51",2020-01-28T02:38:37Z,312071,14011,445
1365,String Functions in JavaScript | Web Development Tutorials #50,2020-01-27T06:31:00Z,346057,11842,306
1366,Strings in JavaScript | Web Development Tutorials #49,2020-01-26T06:23:52Z,347696,13823,361
1367,"Variables, Data Types and Operators in JavaScript | Web Development Tutorials #48",2020-01-25T06:56:47Z,406083,13332,272
1368,Arrays & Pointers Arithmetic in C++ | C++ Tutorials for Beginners #13,2020-01-24T13:16:03Z,793346,20771,1904
1369,Pointers in C++ | C++ Tutorials for Beginners #12,2020-01-24T04:50:06Z,700697,22403,698
1370,Writing in-browser JavaScript and Developer Console | Web Development Tutorials #47,2020-01-23T11:30:02Z,395592,14857,229
1371,Break and Continue Statements in C++ | C++ Tutorials for Beginners #11,2020-01-23T02:30:00Z,461217,17785,377
1372,Introduction to JavaScript for Frontend & Backend | Web Development Tutorials #46,2020-01-22T11:30:00Z,615888,23603,806
1373,Using Media Queries with CSS Grid | Web Development Tutorials #45,2020-01-22T02:30:00Z,252439,12273,521
1374,"For, While and do-while loops in C++ | C++ Tutorials for Beginners #10",2020-01-21T15:50:53Z,776505,20275,4992
1375,CSS Grid: Creating Layouts Using Grid Template Area | Web Development Tutorials #44,2020-01-21T11:30:01Z,225261,13018,353
1376,"C++ Control Structures, If Else and Switch-Case Statement | C++ Tutorials for Beginners #9",2020-01-21T07:39:04Z,682918,19533,449
1377,CSS Grid: Autofit & MinMax | Web Development Tutorials #43,2020-01-21T02:27:48Z,211560,11551,284
1378,"Constants, Manipulators & Operator Precedence | C++ Tutorials for Beginners #8",2020-01-20T14:12:30Z,610747,18857,487
1379,CSS Grid: Spanning Multiple Rows and Columns in Grid | Web Development Tutorials #42,2020-01-20T05:39:37Z,231790,15967,640
1380,CSS Grid: Creating Rows & Gaps in Grid | Web Development Tutorials #41,2020-01-19T11:35:18Z,232141,11935,183
1381,C++ Reference Variables & Typecasting | C++ Tutorials for Beginners #7,2020-01-19T06:19:06Z,820331,22815,730
1382,CSS Grid: Introduction & Creating A Basic Grid | Web Development Tutorials #40,2020-01-18T12:16:04Z,370197,13756,346
1383,C++ Header files & Operators | C++ Tutorials for Beginners #6,2020-01-18T06:27:32Z,885900,25205,755
1384,Creating Fully Responsive Website Project Using HTML & CSS  in Hindi | Web Development Tutorials #39,2020-01-17T16:54:54Z,2594709,42708,2807
1385,CSS Tutorial: Transform property in CSS | Web Development Tutorials #38,2020-01-16T02:30:00Z,332154,14914,481
1386,C++ Basic Input/Output & More | C++ Tutorials for Beginners #5,2020-01-15T15:54:17Z,920201,25406,660
1387,CSS Tutorial: Creating Transitions in CSS | Web Development Tutorials #37,2020-01-15T05:25:30Z,359328,17247,445
1388,Variable Scope & Data Types in C++ in Hindi | C++ Tutorials for Beginners #4,2020-01-14T13:30:01Z,1267877,36618,1190
1389,CSS Tutorial: Creating Animations & Keyframes | Web Development Tutorials #36,2020-01-14T06:18:23Z,495671,17196,422
1390,Variables & Comments in C++ in Hindi | C++ Tutorials for Beginners #3,2020-01-13T14:01:51Z,1207535,38395,1082
1391,CSS Tutorial: Variables & Custom Properties | Web Development Tutorials #35,2020-01-13T05:13:05Z,296590,13656,333
1392,Basic Structure of a C++ Program | C++ Tutorials for Beginners #2,2020-01-12T13:13:13Z,1678476,55192,1919
1393,CSS Tutorial: Box Shadow and Text Shadow | Web Development Tutorials #34,2020-01-12T04:34:39Z,344707,13958,303
1394,"Introduction to C++, Installing VS Code, g++ & more | C++ Tutorials for Beginners #1",2020-01-11T13:51:01Z,4642409,107736,13056
1395,CSS Tutorial: Before and After Pseudo Selectors | Web Development Tutorials #33,2020-01-11T06:44:48Z,528085,16799,915
1396,CSS Tutorial: Attribute & nth child pseudo Selectors | Web Development Tutorials #32,2020-01-10T14:37:16Z,389655,14711,422
1397,CSS Tutorial: More on CSS Selectors | Web Development Tutorials #31,2020-01-10T05:29:12Z,390803,17011,461
1398,CSS Tutorial: Media Queries Explained | Web Development Tutorials #30,2020-01-09T16:09:36Z,644735,28701,785
1399,"CSS Tutorial: em, rem, vh and vw units + Responsive design Explained | Web Development Tutorials #29",2020-01-09T05:35:19Z,646270,19485,450
1400,CSS Flexbox Tutorial in Hindi | Web Development Tutorials #28,2020-01-08T13:55:55Z,992486,26437,842
1401,CSS Tutorial: Visibility & z-index Explained | Web Development Tutorials #27,2020-01-08T04:44:48Z,563013,17127,385
1402,Project 1: Creating a Gym Website Using HTML5 & CSS3 | Web Development Tutorials #26,2020-01-07T14:30:00Z,1739829,42612,3154
1403,"CSS Tutorial: Position absolute, relative, fixed and sticky in CSS | Web Development Tutorials #25",2020-01-07T02:30:00Z,825700,26997,714
1404,CSS Tutorial: CSS Display Property | Web Development Tutorials #24,2020-01-06T12:00:06Z,777148,20603,656
1405,CSS Tutorial: Creating a Navigation Menu | Web Development Tutorials #23,2020-01-06T02:30:02Z,997547,24825,683
1406,CSS Tutorial: Styling Links & Buttons | Web Development Tutorials #22,2020-01-05T11:30:01Z,705679,22066,460
1407,CSS Tutorial: Float & Clear Explained | Web Development Tutorials #21,2020-01-05T02:30:01Z,944572,31792,914
1408,"CSS Tutorial: CSS Box Model, Margin and Padding | Web Development Tutorials #20",2020-01-04T14:30:01Z,1015070,32102,831
1409,Best & Fastest Way to Design Beautiful Websites (Amazing Technique!),2020-01-04T10:15:22Z,179644,10922,515
1410,CSS Tutorial: Borders and Backgrounds | Web Development Tutorials #19,2020-01-04T02:30:00Z,809448,24872,688
1411,CSS Tutorial: Colors In CSS | Web Development Tutorials #18,2020-01-03T11:30:00Z,610369,22721,311
1412,CSS Tutorial: Fonts In CSS | Web Development Tutorials #17,2020-01-03T02:30:00Z,760983,26817,471
1413,CSS Tutorial: Using Chrome Developer Tools | Web Development Tutorials #16,2020-01-02T11:30:01Z,798587,25382,695
1414,CSS Tutorial: Selectors in CSS | Web Development Tutorials #15,2020-01-02T02:30:06Z,986105,29768,685
1415,Best Programming Language to learn for jobs,2020-01-01T15:30:00Z,94581,5168,646
1416,"CSS Tutorial: Inline, Internal & External CSS | Web Development Tutorials #14",2020-01-01T11:30:00Z,986777,27818,596
1417,CSS Tutorial: Introduction to CSS | Web Development Tutorials #13,2020-01-01T02:30:05Z,928943,29254,529
1418,HTML Tutorial: Semantic Tags in HTML| Web Development Tutorials #12,2019-12-31T11:30:00Z,823647,30907,806
1419,HTML Tutorial: HTML Entities | Web Development Tutorials #11,2019-12-31T02:30:00Z,780196,30684,665
1420,HTML Tutorial: Ids & Classes in HTML | Web Development Tutorials #10,2019-12-30T11:30:01Z,988158,34510,1186
1421,HTML Tutorial: Inline & Block Elements | Web Development Tutorials #9,2019-12-30T02:30:00Z,991115,30560,2755
1422,HTML Tutorial: Forms & Input Tags | Web Development Tutorials #8,2019-12-29T11:30:00Z,1657892,46279,1581
1423,HTML Tutorial: Lists and Tables | Web Development Tutorials #7,2019-12-29T02:30:00Z,1273436,34596,807
1424,HTML Tutorial: Img and Anchor tags | Web Development Tutorials #6,2019-12-28T11:30:03Z,1663774,47112,1381
1425,Django 3 Blog: Creating Django template for Login & Logout | Python Django Tutorials In Hindi #89,2019-12-28T02:30:00Z,23781,579,89
1426,HTML Tutorial: Headings & Paragraphs | Web Development Tutorials #5,2019-12-27T11:42:09Z,1395030,42653,1087
1427,"HTML Tutorial: Title, Script, Link & Meta Tags | Web Development Tutorials #4",2019-12-27T03:30:01Z,1686305,43727,747
1428,HTML Tutorial: Basic Structure of a Website | Web Development Tutorials #3,2019-12-26T11:30:00Z,1963820,50897,1146
1429,HTML Tutorial: Installing VS Code & Live Server | Web Development Tutorials #2,2019-12-25T14:30:02Z,3141245,96851,3672
1430,Django 3 Blog: Login & Logout Endpoints | Python Django Tutorials In Hindi #88,2019-12-25T14:30:00Z,47379,794,65
1431,"Introduction to HTML, CSS, JavaScript & How websites work? | Web Development Tutorials #1",2019-12-25T08:12:47Z,5863308,167698,14234
1432,Django 3 Blog: Validating SignUp Form | Python Django Tutorials In Hindi #87,2019-12-24T02:37:30Z,28532,638,127
1433,Django 3 Blog: Creating Users in Django | Python Django Tutorials In Hindi #86,2019-12-23T05:57:02Z,35084,697,85
1434,Django 3 Blog: Authentication & Authorization Tutorial | Python Django Tutorials In Hindi #85,2019-12-22T03:30:01Z,44841,949,74
1435,Django 3 Blog: Improving Search Functionality | Python Django Tutorials In Hindi #84,2019-12-21T09:16:24Z,17446,622,98
1436,Top 3 Worst Programming Languages to Learn,2019-12-16T05:24:54Z,43759,2366,209
1437,Top 3 Web Frameworks to learn,2019-12-15T07:33:38Z,99309,5117,404
1438,Three Must Learn Programming Languages,2019-12-14T08:48:38Z,47486,3433,387
1439,Django 3 Blog: Creating Search Functionality | Python Django Tutorials In Hindi #83,2019-12-13T04:31:20Z,33545,774,71
1440,Web Scraping Tutorial using Python and BeautifulSoup in Hindi,2019-12-10T03:09:46Z,481714,13818,914
1441,Django 3 Blog: Designing the BlogPost Page | Python Django Tutorials In Hindi #82,2019-12-09T14:40:58Z,14043,409,47
1442,Django 3 Blog: Creating Blog Model to Store Blog Posts | Python Django Tutorials In Hindi #81,2019-12-08T15:20:42Z,19162,459,43
1443,Django 3 Blog: Designing Blog Page & Displaying Blog Posts | Python Django Tutorials In Hindi #80,2019-12-07T05:57:56Z,16826,479,39
1444,Django Mesasges Framework: Showing Messages in Django blog | Python Django Tutorials In Hindi #79,2019-12-06T12:15:00Z,24627,608,55
1445,Django 3 Blog: Handling Post Request in a Django View | Python Django Tutorials In Hindi #78,2019-12-05T13:44:20Z,22011,478,73
1446,"Project 7: Creating a Calculator using HTML, CSS & JS | JavaScript Tutorial In Hindi #65",2019-12-05T03:30:02Z,330516,6970,397
1447,"Django 3 Blog: Creating ""Contact Us"" Model | Python Django Tutorials In Hindi #77",2019-12-04T13:10:50Z,23515,522,37
1448,Django 3 Blog: Creating Migrations & Superusers | Python Django Tutorials In Hindi #76,2019-12-04T06:19:38Z,14923,493,34
1449,Installing Django 3 for our Django Blog | Python Django Tutorials In Hindi #75,2019-12-03T14:29:10Z,12158,430,37
1450,Django Blog: Adding HTML Templates | Python Django Tutorials In Hindi #74,2019-12-03T05:22:34Z,22458,543,50
1451,Django Blog: Creating Django Apps & Properly Managing Them | Python Django Tutorials In Hindi #73,2019-12-02T14:48:32Z,16224,505,43
1452,Django Blog: Project Setup & URLConfs | Python Django Tutorials In Hindi #72,2019-12-02T05:19:31Z,19977,560,56
1453,Creating A New Django Blog (Setup + Introduction) | Python Django Tutorials In Hindi #71,2019-12-01T16:21:17Z,25088,944,151
1454,Adding OnClick Listener to RecyclerView | Android Tutorials in Hindi #34,2019-12-01T12:46:36Z,73915,1405,383
1455,Creating a RecyclerViewAdaper Class | Android Tutorials in Hindi #33,2019-12-01T05:12:55Z,44365,744,98
1456,Pushing Git Branches To Remote Repositories | Git Tutorials #19,2019-11-27T16:16:45Z,55293,2959,481
1457,Windows vs Linux vs Mac for Programming?,2019-11-24T06:51:20Z,152142,7415,1138
1458,How to Become a Web Developer? (Hindi),2019-11-21T05:45:25Z,187419,11542,568
1459,Git Branching Workflow in Production | Git Tutorials #18,2019-11-10T06:48:06Z,57826,2666,161
1460,Resolving Merge Conflicts (With Example) | Git Tutorials #17,2019-11-09T11:40:14Z,84708,3508,140
1461,Branching & Merging a Production Grade Project | Git Tutorials #16,2019-11-08T04:05:47Z,52791,2161,88
1462,Git: Creating & Switching Branches In Git | Git Tutorials #15,2019-11-03T07:24:56Z,58889,2986,131
1463,Drag & Drop Elements with JavaScript and HTML | JavaScript Tutorial In Hindi #64,2019-11-01T16:35:12Z,75725,2068,114
1464,Setting Alias In Git | Git Tutorials #14,2019-10-31T05:37:24Z,39190,1853,73
1465,GitHub: Working with Remote Repositories | Git Tutorials #13,2019-10-30T04:30:00Z,85725,2798,169
1466,Project 6: PostMan Clone - Creating a Get/Post Request Website | JavaScript Tutorial In Hindi #63,2019-10-29T13:54:01Z,67998,1632,99
1467,Unstaging & Unmodifying Files In Git | Git Tutorials #12,2019-10-29T05:54:32Z,49095,2162,106
1468,Git Log: Viewing & Changing Commits In Git | Git Tutorials #11,2019-10-28T05:02:10Z,63005,2366,90
1469,Moving and Renaming Files In Git | Git Tutorials #10,2019-10-27T02:30:00Z,60776,2869,85
1470,Git: Skipping The Staging Area | Git Tutorials #9,2019-10-26T15:13:29Z,54643,2545,78
1471,Git Diff: Showing Changes Between Commits/Staging Area & Working Directory | Git Tutorials #8,2019-10-26T06:35:14Z,69583,2893,67
1472,.gitignore: Ignoring Files in Git | Git Tutorials #7,2019-10-25T05:29:00Z,120062,3798,113
1473,Git: File Status Lifecycle | Git Tutorials #6,2019-10-24T15:09:13Z,90804,3814,105
1474,Cloning a Remote Git Repository from GitHub | Git Tutorials #5,2019-10-24T03:56:48Z,130969,4291,112
1475,Tracking Our first Git Project | Git Tutorials #4,2019-10-23T14:32:58Z,144537,5455,148
1476,Git: Three Stage Architecture | Git Tutorials #3,2019-10-23T07:34:30Z,145363,5661,122
1477,Installing Git + Initial Setup? | Git Tutorials #2,2019-10-22T14:43:23Z,278274,9175,324
1478,What is Git/GitHub & Why do we need it? | Git Tutorials #1,2019-10-22T05:25:10Z,444403,13805,377
1479,Creating a Clock: Exercise 6 Solution | JavaScript Tutorial In Hindi #62,2019-10-21T05:46:01Z,28808,953,55
1480,RecyclerView in Android | Android Tutorials in Hindi #32,2019-10-20T14:22:42Z,79121,1515,123
1481,SQLite Android CRUD: Adding ListView | Android Tutorials in Hindi #31,2019-10-20T06:21:37Z,24909,576,165
1482,JavaScript Wall Clock: Exercise 6 | JavaScript Tutorial In Hindi #61,2019-10-19T06:24:18Z,20006,734,66
1483,SQLite Android CRUD: Getting Count | Android Tutorials in Hindi #30,2019-10-18T14:30:00Z,16539,487,103
1484,SQLite Android CRUD: Deleting Records | Android Tutorials in Hindi #29,2019-10-18T04:02:18Z,16587,447,45
1485,SQLite Android CRUD: Updating Records | Android Tutorials in Hindi #28,2019-10-17T14:45:14Z,21760,580,40
1486,JavaScript Destructuring | JavaScript Tutorial In Hindi #60,2019-10-17T04:26:34Z,39968,1578,80
1487,SQLite Android CRUD: Fetching all Contacts | Android Tutorials in Hindi #27,2019-10-16T14:30:00Z,28835,633,92
1488,JavaScript Symbols | JavaScript Tutorial In Hindi #59,2019-10-16T04:50:21Z,36694,1457,46
1489,SQLite Android CRUD: Adding Contacts to the Database | Android Tutorials in Hindi #26,2019-10-15T13:02:29Z,40834,1313,99
1490,JavaScript Sets | JavaScript Tutorial In Hindi #58,2019-10-15T02:30:02Z,34485,1558,156
1491,SQLite Android CRUD: Implementing Database class | Android Tutorials in Hindi #25,2019-10-14T14:47:49Z,91634,2008,95
1492,JavaScript Maps | JavaScript Tutorial In Hindi #57,2019-10-14T02:30:00Z,75024,2540,128
1493,Using a Database in Android | Android Tutorials in Hindi #24,2019-10-13T16:20:37Z,40108,1082,68
1494,For.. of Loop vs For.. in Loop (When to use which?) | JavaScript Tutorial In Hindi #56,2019-10-13T05:04:56Z,56146,2328,308
1495,Shared Preferences: Saving data to Android device | Android Tutorials in Hindi #23,2019-10-12T14:30:03Z,58550,1269,94
